source,name,label,state
crema_d,1037_WSI_DIS_XX,disgust,test
crema_d,1020_ITH_HAP_XX,happy,test
ravdess,03-01-05-02-01-01-06,angry,test
tess,OAF_lot_happy,happy,test
crema_d,1088_IWL_SAD_XX,sad,test
crema_d,1080_ITS_NEU_XX,neutral,test
meld_part1,dia257_utt5,fear,test
meld_part1,dia195_utt10,neutral,test
meld_part1,dia601_utt5,happy,test
tess,YAF_good_fear,fear,test
meld_part1,dia778_utt6,surprise,test
crema_d,1051_TSI_ANG_XX,angry,test
crema_d,1061_IWL_HAP_XX,happy,test
crema_d,1076_IEO_HAP_LO,happy,test
tess,YAF_keep_disgust,disgust,test
crema_d,1021_ITS_NEU_XX,neutral,test
meld_part1,dia177_utt6,happy,test
tess,OAF_sub_ps,surprise,test
crema_d,1063_IEO_SAD_MD,sad,test
meld_part1,dia930_utt7,neutral,test
meld_part1,dia318_utt2,neutral,test
meld_part2,dia89_utt7,sad,test
meld_part1,dia988_utt4,sad,test
meld_part2,dia77_utt3,happy,test
meld_part1,dia179_utt5,neutral,test
meld_part2,dia80_utt7,happy,test
tess,YAF_take_fear,fear,test
crema_d,1050_ITS_NEU_XX,neutral,test
crema_d,1036_WSI_DIS_XX,disgust,test
meld_part3,dia12_utt18,neutral,test
meld_part1,dia747_utt5,neutral,test
tess,OAF_tough_fear,fear,test
meld_part1,dia977_utt11,surprise,test
crema_d,1008_IWW_DIS_XX,disgust,test
meld_part1,dia947_utt3,happy,test
meld_part1,dia952_utt5,disgust,test
meld_part2,dia8_utt4,neutral,test
meld_part1,dia1010_utt5,sad,test
meld_part1,dia204_utt5,surprise,test
meld_part3,dia10_utt1,neutral,test
meld_part2,dia23_utt11,sad,test
crema_d,1084_TSI_FEA_XX,fear,test
crema_d,1027_IWL_NEU_XX,neutral,test
meld_part1,dia926_utt16,neutral,test
meld_part1,dia527_utt5,disgust,test
tess,YAF_neat_happy,happy,test
crema_d,1052_TAI_FEA_XX,fear,test
crema_d,1073_WSI_DIS_XX,disgust,test
meld_part1,dia812_utt14,neutral,test
tess,OAF_wheat_happy,happy,test
meld_part1,dia486_utt0,neutral,test
meld_part3,dia34_utt2,happy,test
crema_d,1034_IOM_ANG_XX,angry,test
meld_part1,dia538_utt7,happy,test
crema_d,1001_WSI_SAD_XX,sad,test
ravdess,03-01-07-02-02-02-16,disgust,test
meld_part1,dia492_utt3,neutral,test
meld_part2,dia61_utt5,happy,test
meld_part1,dia435_utt1,happy,test
ravdess,03-01-03-02-01-02-17,happy,test
ravdess,03-01-02-01-01-02-12,calm,test
meld_part1,dia553_utt16,neutral,test
meld_part1,dia7_utt0,neutral,test
meld_part1,dia334_utt6,neutral,test
ravdess,03-01-07-01-02-01-03,disgust,test
tess,OAF_dime_happy,happy,test
ravdess,03-01-02-01-02-01-23,calm,test
meld_part1,dia212_utt8,neutral,test
meld_part2,dia65_utt7,neutral,test
meld_part1,dia36_utt2,neutral,test
meld_part1,dia652_utt2,neutral,test
meld_part1,dia305_utt2,fear,test
meld_part1,dia40_utt10,neutral,test
meld_part3,dia14_utt6,happy,test
meld_part1,dia195_utt12,neutral,test
meld_part2,dia89_utt3,neutral,test
meld_part1,dia953_utt16,surprise,test
meld_part1,dia992_utt7,neutral,test
crema_d,1027_IEO_SAD_LO,sad,test
crema_d,1084_DFA_ANG_XX,angry,test
meld_part1,dia248_utt6,happy,test
meld_part1,dia504_utt13,angry,test
meld_part3,dia17_utt24,angry,test
crema_d,1038_IWW_ANG_XX,angry,test
meld_part3,dia199_utt1,sad,test
meld_part1,dia26_utt11,sad,test
meld_part1,dia973_utt2,neutral,test
meld_part1,dia690_utt4,surprise,test
meld_part3,dia117_utt0,neutral,test
crema_d,1047_IEO_ANG_LO,angry,test
meld_part3,dia68_utt1,angry,test
tess,YAF_rush_angry,angry,test
crema_d,1047_ITS_SAD_XX,sad,test
meld_part1,dia338_utt7,neutral,test
meld_part1,dia625_utt12,neutral,test
meld_part1,dia358_utt2,neutral,test
meld_part1,dia724_utt5,neutral,test
meld_part1,dia587_utt4,surprise,test
meld_part1,dia336_utt21,happy,test
crema_d,1081_WSI_NEU_XX,neutral,test
meld_part1,dia1001_utt1,neutral,test
meld_part3,dia46_utt3,happy,test
crema_d,1039_ITH_ANG_XX,angry,test
meld_part1,dia155_utt1,neutral,test
crema_d,1070_ITS_NEU_XX,neutral,test
tess,OAF_dip_sad,sad,test
meld_part1,dia614_utt13,happy,test
ravdess,03-01-03-02-02-02-09,happy,test
crema_d,1033_ITS_HAP_XX,happy,test
crema_d,1056_ITS_HAP_XX,happy,test
meld_part1,dia513_utt4,angry,test
meld_part1,dia1028_utt5,happy,test
meld_part3,dia193_utt3,neutral,test
crema_d,1013_TSI_HAP_XX,happy,test
tess,OAF_lose_happy,happy,test
tess,OAF_chair_neutral,neutral,test
crema_d,1069_MTI_ANG_XX,angry,test
meld_part1,dia378_utt0,neutral,test
ravdess,03-01-04-02-02-01-11,sad,test
crema_d,1007_ITH_HAP_XX,happy,test
tess,YAF_rough_happy,happy,test
meld_part1,dia791_utt7,neutral,test
meld_part1,dia336_utt13,surprise,test
ravdess,03-01-08-02-02-02-08,surprise,test
meld_part1,dia356_utt0,sad,test
meld_part1,dia410_utt6,surprise,test
crema_d,1068_MTI_FEA_XX,fear,test
meld_part1,dia409_utt4,neutral,test
meld_part1,dia563_utt1,neutral,test
meld_part1,dia28_utt1,angry,test
tess,OAF_gun_sad,sad,test
ravdess,03-01-05-01-01-02-23,angry,test
meld_part1,dia438_utt1,neutral,test
meld_part1,dia695_utt2,happy,test
meld_part1,dia254_utt7,neutral,test
tess,YAF_vine_neutral,neutral,test
crema_d,1036_ITS_SAD_XX,sad,test
meld_part1,dia240_utt3,fear,test
meld_part1,dia183_utt6,neutral,test
crema_d,1013_DFA_SAD_XX,sad,test
meld_part1,dia6_utt6,happy,test
meld_part1,dia553_utt7,happy,test
meld_part1,dia526_utt19,neutral,test
meld_part1,dia505_utt7,neutral,test
ravdess,03-01-08-02-01-01-05,surprise,test
meld_part2,dia10_utt7,angry,test
meld_part1,dia572_utt6,angry,test
meld_part3,dia175_utt13,surprise,test
meld_part2,dia82_utt10,neutral,test
ravdess,03-01-04-01-01-02-09,sad,test
meld_part1,dia901_utt2,neutral,test
tess,YAF_join_ps,surprise,test
ravdess,03-01-08-02-02-02-10,surprise,test
crema_d,1037_IEO_DIS_HI,disgust,test
meld_part2,dia49_utt8,neutral,test
crema_d,1025_WSI_SAD_XX,sad,test
meld_part1,dia629_utt5,happy,test
crema_d,1029_ITH_DIS_XX,disgust,test
crema_d,1051_IOM_DIS_XX,disgust,test
meld_part1,dia875_utt9,neutral,test
meld_part1,dia897_utt6,neutral,test
crema_d,1011_TIE_HAP_XX,happy,test
crema_d,1086_IWL_FEA_XX,fear,test
meld_part1,dia806_utt2,happy,test
tess,OAF_when_neutral,neutral,test
meld_part1,dia853_utt10,surprise,test
meld_part2,dia16_utt16,angry,test
crema_d,1030_IEO_HAP_LO,happy,test
crema_d,1067_TSI_HAP_XX,happy,test
tess,YAF_met_fear,fear,test
crema_d,1047_IEO_FEA_LO,fear,test
crema_d,1004_IEO_ANG_HI,angry,test
crema_d,1055_IWW_DIS_XX,disgust,test
meld_part1,dia477_utt4,neutral,test
meld_part1,dia621_utt3,angry,test
ravdess,03-01-01-01-02-02-24,neutral,test
tess,OAF_dead_sad,sad,test
meld_part3,dia130_utt7,neutral,test
crema_d,1041_ITS_SAD_XX,sad,test
meld_part1,dia407_utt4,neutral,test
crema_d,1043_IOM_NEU_XX,neutral,test
meld_part1,dia908_utt7,angry,test
ravdess,03-01-07-01-02-02-22,disgust,test
ravdess,03-01-07-02-02-01-05,disgust,test
meld_part3,dia112_utt9,neutral,test
meld_part1,dia741_utt2,happy,test
meld_part1,dia593_utt1,neutral,test
meld_part1,dia87_utt0,sad,test
crema_d,1079_IEO_HAP_HI,happy,test
meld_part3,dia270_utt9,neutral,test
crema_d,1008_ITS_ANG_XX,angry,test
meld_part1,dia792_utt8,angry,test
meld_part1,dia324_utt2,neutral,test
crema_d,1053_IEO_ANG_MD,angry,test
meld_part1,dia921_utt0,surprise,test
meld_part1,dia342_utt2,neutral,test
meld_part1,dia613_utt7,neutral,test
crema_d,1010_IWL_NEU_XX,neutral,test
meld_part1,dia43_utt4,neutral,test
meld_part3,dia52_utt11,angry,test
crema_d,1091_WSI_HAP_XX,happy,test
ravdess,03-01-08-02-01-01-12,surprise,test
meld_part1,dia436_utt2,angry,test
crema_d,1023_TSI_SAD_XX,sad,test
meld_part3,dia78_utt3,neutral,test
tess,OAF_rain_fear,fear,test
meld_part1,dia123_utt2,angry,test
crema_d,1026_MTI_HAP_XX,happy,test
crema_d,1037_TSI_DIS_XX,disgust,test
crema_d,1026_IWL_ANG_XX,angry,test
crema_d,1055_IWL_ANG_XX,angry,test
tess,OAF_puff_fear,fear,test
crema_d,1022_MTI_NEU_XX,neutral,test
crema_d,1024_IWL_SAD_XX,sad,test
crema_d,1087_TSI_NEU_XX,neutral,test
crema_d,1050_DFA_DIS_XX,disgust,test
meld_part3,dia132_utt4,happy,test
crema_d,1079_IOM_SAD_XX,sad,test
meld_part3,dia34_utt1,disgust,test
crema_d,1054_IEO_HAP_LO,happy,test
meld_part1,dia964_utt12,sad,test
crema_d,1003_DFA_FEA_XX,fear,test
meld_part3,dia175_utt22,happy,test
meld_part3,dia39_utt0,neutral,test
meld_part1,dia1013_utt3,angry,test
meld_part1,dia181_utt0,angry,test
crema_d,1012_ITS_SAD_XX,sad,test
meld_part1,dia796_utt10,happy,test
ravdess,03-01-07-01-02-01-10,disgust,test
meld_part2,dia3_utt2,surprise,test
meld_part3,dia181_utt1,happy,test
tess,YAF_pool_neutral,neutral,test
crema_d,1040_IWL_DIS_XX,disgust,test
crema_d,1019_DFA_HAP_XX,happy,test
meld_part2,dia23_utt1,sad,test
meld_part1,dia673_utt10,neutral,test
tess,YAF_late_happy,happy,test
meld_part1,dia46_utt7,surprise,test
crema_d,1087_IWL_HAP_XX,happy,test
meld_part1,dia794_utt2,angry,test
meld_part1,dia756_utt5,sad,test
meld_part1,dia884_utt15,surprise,test
meld_part1,dia358_utt11,surprise,test
meld_part1,dia30_utt14,angry,test
ravdess,03-01-03-02-01-02-05,happy,test
meld_part3,dia253_utt10,happy,test
tess,YAF_chalk_happy,happy,test
meld_part1,dia462_utt6,surprise,test
meld_part2,dia109_utt1,happy,test
tess,YAF_hire_neutral,neutral,test
crema_d,1069_WSI_NEU_XX,neutral,test
meld_part1,dia645_utt6,sad,test
tess,OAF_said_disgust,disgust,test
meld_part1,dia867_utt2,fear,test
tess,OAF_deep_sad,sad,test
crema_d,1035_IWW_FEA_XX,fear,test
crema_d,1036_WSI_NEU_XX,neutral,test
meld_part1,dia195_utt8,angry,test
meld_part1,dia66_utt5,surprise,test
crema_d,1054_TSI_FEA_XX,fear,test
tess,YAF_tire_angry,angry,test
meld_part1,dia155_utt7,happy,test
crema_d,1063_ITH_ANG_XX,angry,test
meld_part1,dia774_utt0,sad,test
meld_part1,dia69_utt4,sad,test
crema_d,1050_WSI_HAP_XX,happy,test
meld_part1,dia855_utt5,sad,test
crema_d,1039_DFA_HAP_XX,happy,test
meld_part3,dia54_utt6,neutral,test
tess,OAF_bean_fear,fear,test
meld_part1,dia797_utt9,neutral,test
crema_d,1033_TAI_ANG_XX,angry,test
tess,OAF_lean_disgust,disgust,test
crema_d,1073_WSI_FEA_XX,fear,test
crema_d,1069_MTI_NEU_XX,neutral,test
crema_d,1051_TAI_FEA_XX,fear,test
meld_part1,dia720_utt4,neutral,test
meld_part1,dia459_utt3,angry,test
meld_part1,dia936_utt11,sad,test
tess,OAF_bought_angry,angry,test
crema_d,1065_ITS_FEA_XX,fear,test
crema_d,1007_WSI_FEA_XX,fear,test
meld_part1,dia179_utt3,neutral,test
meld_part3,dia136_utt0,happy,test
meld_part3,dia52_utt8,surprise,test
crema_d,1073_ITS_SAD_XX,sad,test
meld_part1,dia901_utt9,angry,test
crema_d,1085_DFA_FEA_XX,fear,test
meld_part1,dia356_utt4,neutral,test
meld_part2,dia63_utt9,surprise,test
meld_part1,dia543_utt1,neutral,test
tess,OAF_pool_disgust,disgust,test
crema_d,1055_WSI_DIS_XX,disgust,test
meld_part2,dia57_utt5,happy,test
meld_part1,dia1012_utt3,happy,test
ravdess,03-01-06-01-01-01-19,fear,test
ravdess,03-01-08-02-02-02-18,surprise,test
crema_d,1064_IWW_NEU_XX,neutral,test
ravdess,03-01-05-02-01-01-10,angry,test
meld_part1,dia115_utt5,neutral,test
tess,YAF_get_fear,fear,test
meld_part2,dia108_utt11,happy,test
crema_d,1084_TIE_DIS_XX,disgust,test
crema_d,1071_DFA_SAD_XX,sad,test
crema_d,1003_DFA_DIS_XX,disgust,test
crema_d,1051_TIE_NEU_XX,neutral,test
crema_d,1011_TSI_ANG_XX,angry,test
crema_d,1005_WSI_SAD_XX,sad,test
meld_part1,dia1018_utt5,neutral,test
crema_d,1049_IEO_FEA_LO,fear,test
meld_part1,dia400_utt4,neutral,test
ravdess,03-01-04-01-02-02-09,sad,test
meld_part1,dia735_utt12,neutral,test
meld_part1,dia506_utt10,sad,test
crema_d,1070_DFA_FEA_XX,fear,test
meld_part1,dia658_utt9,neutral,test
ravdess,03-01-02-01-02-01-14,calm,test
meld_part1,dia553_utt19,sad,test
meld_part1,dia735_utt16,neutral,test
ravdess,03-01-01-01-02-01-01,neutral,test
crema_d,1025_TAI_FEA_XX,fear,test
meld_part2,dia77_utt15,neutral,test
meld_part1,dia523_utt7,happy,test
crema_d,1066_DFA_ANG_XX,angry,test
meld_part3,dia224_utt1,neutral,test
crema_d,1081_ITH_FEA_XX,fear,test
crema_d,1003_IWW_NEU_XX,neutral,test
tess,YAF_soap_happy,happy,test
tess,YAF_fat_angry,angry,test
meld_part1,dia286_utt3,neutral,test
meld_part1,dia483_utt9,angry,test
tess,YAF_calm_fear,fear,test
meld_part1,dia126_utt8,neutral,test
meld_part3,dia35_utt2,neutral,test
meld_part1,dia401_utt12,surprise,test
crema_d,1052_DFA_HAP_XX,happy,test
crema_d,1029_IOM_ANG_XX,angry,test
meld_part3,dia137_utt1,neutral,test
meld_part1,dia654_utt8,happy,test
meld_part1,dia236_utt1,neutral,test
meld_part1,dia844_utt2,neutral,test
meld_part1,dia443_utt1,neutral,test
meld_part1,dia652_utt13,neutral,test
ravdess,03-01-06-01-01-01-14,fear,test
meld_part2,dia97_utt10,surprise,test
crema_d,1077_IWL_NEU_XX,neutral,test
meld_part2,dia5_utt4,angry,test
ravdess,03-01-08-02-02-01-19,surprise,test
ravdess,03-01-04-02-02-02-02,sad,test
meld_part3,dia126_utt10,angry,test
crema_d,1089_TIE_NEU_XX,neutral,test
crema_d,1020_WSI_DIS_XX,disgust,test
crema_d,1045_ITS_NEU_XX,neutral,test
meld_part3,dia195_utt3,neutral,test
crema_d,1025_IWW_DIS_XX,disgust,test
meld_part1,dia678_utt7,surprise,test
meld_part1,dia4_utt14,neutral,test
crema_d,1043_IEO_HAP_MD,happy,test
meld_part1,dia975_utt4,neutral,test
crema_d,1044_IWL_NEU_XX,neutral,test
meld_part1,dia625_utt3,neutral,test
meld_part1,dia1025_utt5,angry,test
meld_part1,dia184_utt18,neutral,test
crema_d,1026_IEO_SAD_LO,sad,test
meld_part1,dia596_utt5,sad,test
meld_part1,dia131_utt0,neutral,test
meld_part3,dia131_utt5,neutral,test
meld_part3,dia34_utt10,neutral,test
tess,YAF_turn_sad,sad,test
meld_part1,dia678_utt8,neutral,test
meld_part1,dia479_utt11,neutral,test
crema_d,1026_IEO_FEA_MD,fear,test
crema_d,1025_TIE_FEA_XX,fear,test
meld_part3,dia17_utt32,neutral,test
meld_part2,dia80_utt3,neutral,test
meld_part1,dia672_utt1,surprise,test
meld_part3,dia239_utt7,neutral,test
tess,OAF_mood_disgust,disgust,test
crema_d,1063_IEO_NEU_XX,neutral,test
meld_part1,dia858_utt4,happy,test
crema_d,1003_IEO_SAD_MD,sad,test
meld_part1,dia569_utt3,surprise,test
ravdess,03-01-03-01-01-02-02,happy,test
ravdess,03-01-06-01-02-01-13,fear,test
meld_part1,dia184_utt5,happy,test
meld_part1,dia504_utt5,neutral,test
tess,YAF_ring_disgust,disgust,test
crema_d,1061_ITH_HAP_XX,happy,test
meld_part1,dia660_utt3,neutral,test
meld_part1,dia18_utt1,neutral,test
meld_part1,dia981_utt0,neutral,test
crema_d,1090_IOM_NEU_XX,neutral,test
meld_part1,dia34_utt12,neutral,test
ravdess,03-01-02-02-02-01-15,calm,test
crema_d,1091_TIE_ANG_XX,angry,test
crema_d,1077_IWW_NEU_XX,neutral,test
meld_part1,dia568_utt8,surprise,test
meld_part1,dia152_utt11,sad,test
meld_part1,dia73_utt9,neutral,test
meld_part3,dia124_utt5,sad,test
meld_part3,dia278_utt5,surprise,test
tess,OAF_luck_disgust,disgust,test
crema_d,1023_DFA_DIS_XX,disgust,test
meld_part2,dia26_utt13,angry,test
crema_d,1059_IEO_HAP_HI,happy,test
meld_part1,dia950_utt7,sad,test
meld_part1,dia106_utt1,surprise,test
crema_d,1044_DFA_HAP_XX,happy,test
crema_d,1013_TIE_DIS_XX,disgust,test
crema_d,1033_DFA_DIS_XX,disgust,test
meld_part2,dia10_utt6,angry,test
meld_part1,dia521_utt1,neutral,test
crema_d,1028_MTI_NEU_XX,neutral,test
meld_part1,dia888_utt1,angry,test
meld_part3,dia49_utt12,surprise,test
tess,YAF_goose_sad,sad,test
meld_part1,dia301_utt13,neutral,test
crema_d,1072_IEO_SAD_LO,sad,test
crema_d,1072_ITS_SAD_XX,sad,test
meld_part1,dia839_utt11,angry,test
meld_part3,dia231_utt7,angry,test
crema_d,1088_IOM_HAP_XX,happy,test
crema_d,1003_IEO_HAP_LO,happy,test
meld_part1,dia678_utt4,happy,test
crema_d,1069_IEO_DIS_LO,disgust,test
crema_d,1062_IEO_DIS_MD,disgust,test
meld_part1,dia293_utt8,happy,test
meld_part1,dia472_utt1,neutral,test
crema_d,1031_IWL_HAP_XX,happy,test
meld_part1,dia568_utt2,neutral,test
meld_part3,dia128_utt5,angry,test
crema_d,1012_IEO_ANG_LO,angry,test
meld_part1,dia546_utt6,neutral,test
meld_part2,dia108_utt4,angry,test
meld_part1,dia476_utt8,neutral,test
crema_d,1080_TIE_HAP_XX,happy,test
meld_part1,dia964_utt5,neutral,test
crema_d,1026_TSI_FEA_XX,fear,test
crema_d,1083_TSI_ANG_XX,angry,test
meld_part1,dia393_utt6,angry,test
meld_part1,dia54_utt6,happy,test
meld_part1,dia811_utt4,surprise,test
crema_d,1023_WSI_NEU_XX,neutral,test
crema_d,1065_IEO_NEU_XX,neutral,test
ravdess,03-01-01-01-01-02-03,neutral,test
crema_d,1088_TIE_NEU_XX,neutral,test
ravdess,03-01-02-02-02-01-13,calm,test
meld_part3,dia252_utt4,angry,test
meld_part2,dia94_utt1,happy,test
crema_d,1063_IWL_FEA_XX,fear,test
meld_part3,dia218_utt1,neutral,test
crema_d,1044_WSI_HAP_XX,happy,test
crema_d,1082_IEO_HAP_LO,happy,test
meld_part1,dia39_utt1,angry,test
meld_part2,dia7_utt0,happy,test
crema_d,1024_ITS_ANG_XX,angry,test
meld_part1,dia851_utt14,neutral,test
meld_part3,dia137_utt3,neutral,test
meld_part1,dia363_utt1,neutral,test
crema_d,1071_IWL_NEU_XX,neutral,test
meld_part1,dia571_utt4,neutral,test
meld_part1,dia744_utt3,neutral,test
meld_part1,dia42_utt1,surprise,test
crema_d,1022_WSI_ANG_XX,angry,test
crema_d,1067_IEO_HAP_LO,happy,test
meld_part1,dia932_utt15,neutral,test
crema_d,1087_TSI_DIS_XX,disgust,test
crema_d,1053_ITH_SAD_XX,sad,test
meld_part2,dia108_utt9,neutral,test
ravdess,03-01-02-01-02-02-02,calm,test
meld_part1,dia466_utt14,angry,test
meld_part1,dia38_utt3,neutral,test
meld_part1,dia771_utt17,neutral,test
meld_part3,dia153_utt2,neutral,test
crema_d,1060_IWW_SAD_XX,sad,test
crema_d,1055_ITS_NEU_XX,neutral,test
meld_part1,dia275_utt14,disgust,test
meld_part1,dia426_utt5,neutral,test
meld_part1,dia947_utt5,happy,test
meld_part1,dia857_utt6,neutral,test
meld_part3,dia71_utt1,neutral,test
meld_part1,dia536_utt8,surprise,test
meld_part1,dia759_utt3,neutral,test
crema_d,1049_TSI_ANG_XX,angry,test
crema_d,1024_WSI_ANG_XX,angry,test
crema_d,1071_TAI_ANG_XX,angry,test
meld_part1,dia843_utt2,angry,test
crema_d,1030_MTI_SAD_XX,sad,test
crema_d,1003_TSI_SAD_XX,sad,test
meld_part1,dia382_utt1,neutral,test
meld_part2,dia96_utt2,surprise,test
meld_part3,dia204_utt4,angry,test
meld_part3,dia13_utt7,angry,test
meld_part1,dia239_utt6,happy,test
crema_d,1048_IEO_SAD_MD,sad,test
crema_d,1067_WSI_NEU_XX,neutral,test
crema_d,1054_ITS_ANG_XX,angry,test
crema_d,1044_MTI_HAP_XX,happy,test
meld_part1,dia949_utt7,neutral,test
meld_part3,dia229_utt4,surprise,test
meld_part2,dia107_utt1,neutral,test
crema_d,1012_IEO_HAP_HI,happy,test
meld_part3,dia113_utt15,angry,test
ravdess,03-01-03-02-02-02-22,happy,test
meld_part1,dia476_utt10,fear,test
meld_part1,dia650_utt2,happy,test
meld_part1,dia922_utt0,happy,test
crema_d,1078_TSI_NEU_XX,neutral,test
tess,OAF_moon_angry,angry,test
tess,OAF_search_fear,fear,test
crema_d,1045_WSI_SAD_XX,sad,test
meld_part1,dia30_utt0,neutral,test
meld_part1,dia392_utt12,happy,test
meld_part1,dia108_utt3,neutral,test
crema_d,1030_IWL_NEU_XX,neutral,test
crema_d,1033_TIE_SAD_XX,sad,test
crema_d,1043_IEO_HAP_HI,happy,test
meld_part1,dia620_utt0,neutral,test
meld_part1,dia336_utt10,disgust,test
meld_part1,dia828_utt10,neutral,test
crema_d,1020_TSI_HAP_XX,happy,test
meld_part1,dia705_utt0,neutral,test
crema_d,1041_IEO_HAP_LO,happy,test
crema_d,1032_IWW_DIS_XX,disgust,test
ravdess,03-01-08-02-01-02-23,surprise,test
crema_d,1003_TSI_ANG_XX,angry,test
meld_part1,dia665_utt3,neutral,test
meld_part1,dia832_utt15,happy,test
meld_part1,dia933_utt7,neutral,test
meld_part1,dia775_utt5,surprise,test
meld_part1,dia537_utt1,neutral,test
meld_part1,dia579_utt1,happy,test
meld_part2,dia84_utt2,neutral,test
meld_part1,dia694_utt3,sad,test
meld_part1,dia218_utt11,neutral,test
meld_part3,dia190_utt1,neutral,test
meld_part1,dia9_utt7,neutral,test
tess,YAF_raise_fear,fear,test
meld_part1,dia171_utt2,neutral,test
meld_part1,dia405_utt1,angry,test
meld_part1,dia749_utt4,neutral,test
meld_part1,dia124_utt5,happy,test
crema_d,1039_MTI_ANG_XX,angry,test
crema_d,1088_TAI_NEU_XX,neutral,test
meld_part1,dia146_utt9,sad,test
meld_part1,dia138_utt1,angry,test
meld_part1,dia562_utt5,neutral,test
meld_part1,dia1015_utt3,neutral,test
meld_part1,dia964_utt15,sad,test
crema_d,1021_MTI_ANG_XX,angry,test
meld_part3,dia267_utt9,neutral,test
crema_d,1023_TIE_NEU_XX,neutral,test
meld_part1,dia638_utt4,sad,test
meld_part3,dia87_utt1,neutral,test
meld_part3,dia111_utt3,angry,test
meld_part1,dia835_utt4,surprise,test
tess,YAF_sure_happy,happy,test
meld_part1,dia993_utt2,neutral,test
crema_d,1073_TSI_FEA_XX,fear,test
crema_d,1030_TIE_HAP_XX,happy,test
meld_part3,dia240_utt4,surprise,test
ravdess,03-01-04-02-02-01-03,sad,test
meld_part1,dia179_utt4,neutral,test
meld_part1,dia862_utt2,surprise,test
meld_part1,dia484_utt0,neutral,test
crema_d,1075_IWL_NEU_XX,neutral,test
meld_part1,dia707_utt1,neutral,test
meld_part3,dia187_utt6,neutral,test
meld_part3,dia126_utt0,neutral,test
crema_d,1054_TIE_ANG_XX,angry,test
meld_part1,dia9_utt9,happy,test
crema_d,1012_TSI_FEA_XX,fear,test
tess,OAF_gin_ps,surprise,test
crema_d,1065_IEO_FEA_LO,fear,test
crema_d,1047_WSI_FEA_XX,fear,test
meld_part1,dia918_utt2,neutral,test
meld_part1,dia82_utt11,neutral,test
tess,YAF_boat_sad,sad,test
tess,OAF_jug_disgust,disgust,test
crema_d,1070_TAI_ANG_XX,angry,test
tess,OAF_far_ps,surprise,test
meld_part1,dia132_utt5,neutral,test
meld_part1,dia499_utt1,happy,test
meld_part1,dia757_utt5,neutral,test
meld_part3,dia143_utt4,neutral,test
ravdess,03-01-05-01-02-02-12,angry,test
crema_d,1012_IWL_SAD_XX,sad,test
crema_d,1030_IEO_SAD_MD,sad,test
crema_d,1031_TIE_ANG_XX,angry,test
meld_part1,dia336_utt2,neutral,test
meld_part1,dia628_utt9,neutral,test
meld_part3,dia173_utt9,neutral,test
meld_part1,dia884_utt11,disgust,test
meld_part1,dia886_utt22,neutral,test
meld_part1,dia109_utt8,sad,test
crema_d,1010_TIE_HAP_XX,happy,test
meld_part1,dia644_utt9,angry,test
crema_d,1009_TIE_HAP_XX,happy,test
crema_d,1031_IEO_ANG_HI,angry,test
meld_part1,dia847_utt0,happy,test
crema_d,1074_DFA_SAD_XX,sad,test
crema_d,1053_ITH_NEU_XX,neutral,test
meld_part1,dia793_utt0,happy,test
crema_d,1060_IEO_ANG_LO,angry,test
tess,YAF_met_ps,surprise,test
meld_part3,dia233_utt5,happy,test
ravdess,03-01-02-01-02-02-13,calm,test
meld_part1,dia864_utt2,neutral,test
tess,YAF_half_fear,fear,test
crema_d,1014_IEO_SAD_LO,sad,test
meld_part2,dia51_utt6,angry,test
meld_part1,dia834_utt14,surprise,test
crema_d,1086_IEO_HAP_LO,happy,test
meld_part1,dia699_utt5,disgust,test
crema_d,1032_ITS_DIS_XX,disgust,test
meld_part3,dia116_utt8,neutral,test
meld_part1,dia707_utt9,surprise,test
meld_part1,dia792_utt10,surprise,test
meld_part1,dia127_utt3,disgust,test
crema_d,1046_IEO_ANG_MD,angry,test
crema_d,1017_IEO_ANG_HI,angry,test
crema_d,1019_ITS_NEU_XX,neutral,test
crema_d,1013_MTI_FEA_XX,fear,test
meld_part1,dia144_utt4,surprise,test
meld_part1,dia839_utt0,angry,test
meld_part3,dia167_utt6,happy,test
crema_d,1052_WSI_SAD_XX,sad,test
crema_d,1053_ITS_DIS_XX,disgust,test
crema_d,1001_TSI_HAP_XX,happy,test
meld_part1,dia672_utt0,neutral,test
crema_d,1089_WSI_ANG_XX,angry,test
meld_part1,dia724_utt3,neutral,test
meld_part3,dia196_utt11,neutral,test
crema_d,1084_DFA_HAP_XX,happy,test
meld_part1,dia84_utt3,angry,test
crema_d,1011_ITS_SAD_XX,sad,test
ravdess,03-01-05-02-02-02-16,angry,test
meld_part1,dia699_utt11,disgust,test
meld_part1,dia770_utt17,fear,test
crema_d,1001_IWW_SAD_XX,sad,test
meld_part1,dia430_utt4,surprise,test
crema_d,1070_TIE_DIS_XX,disgust,test
crema_d,1061_IEO_SAD_LO,sad,test
meld_part2,dia56_utt16,sad,test
tess,YAF_chair_fear,fear,test
meld_part1,dia945_utt0,disgust,test
crema_d,1036_MTI_NEU_XX,neutral,test
tess,YAF_luck_disgust,disgust,test
meld_part1,dia775_utt6,neutral,test
meld_part1,dia682_utt5,happy,test
ravdess,03-01-05-02-01-02-03,angry,test
meld_part1,dia541_utt16,disgust,test
meld_part1,dia763_utt2,sad,test
crema_d,1047_TIE_ANG_XX,angry,test
ravdess,03-01-07-02-02-02-08,disgust,test
crema_d,1034_IEO_FEA_MD,fear,test
